variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
group_19049	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_19048	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_19001	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_18999	2.00E-02	4.09E-01	4.14E-01	-1.01E-01	1.24E-01	4.73E-02	bad-chisq
group_18929	2.00E-02	4.09E-01	4.32E-01	-9.79E-02	1.24E-01	4.56E-02	bad-chisq
group_18903	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_18882	2.00E-02	4.09E-01	5.03E-01	-8.65E-02	1.29E-01	3.88E-02	bad-chisq
group_18841	2.00E-02	4.09E-01	4.11E-01	-1.02E-01	1.24E-01	4.76E-02	bad-chisq
group_18823	2.00E-02	4.09E-01	4.23E-01	-9.97E-02	1.24E-01	4.64E-02	bad-chisq
group_18804	2.00E-02	9.70E-04	7.41E-04	4.16E-01	1.22E-01	1.94E-01	bad-chisq
group_18666	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_18639	2.00E-02	4.09E-01	4.07E-01	-1.03E-01	1.24E-01	4.81E-02	bad-chisq
group_18603	2.00E-02	4.09E-01	4.82E-01	-9.02E-02	1.28E-01	4.07E-02	bad-chisq
group_18574	2.00E-02	4.09E-01	4.14E-01	-1.01E-01	1.24E-01	4.73E-02	bad-chisq
group_18536	2.00E-02	5.43E-02	5.65E-02	2.36E-01	1.23E-01	1.10E-01	bad-chisq
group_18512	2.00E-02	4.09E-01	4.14E-01	-1.01E-01	1.24E-01	4.73E-02	bad-chisq
group_18438	2.00E-02	4.09E-01	4.35E-01	-9.82E-02	1.26E-01	4.52E-02	bad-chisq
group_18404	2.00E-02	4.09E-01	4.66E-01	-9.29E-02	1.27E-01	4.22E-02	bad-chisq
group_18365	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_18351	2.00E-02	4.09E-01	4.15E-01	-1.01E-01	1.24E-01	4.72E-02	bad-chisq
group_18316	2.00E-02	5.82E-01	5.69E-01	7.08E-02	1.24E-01	3.30E-02	bad-chisq
group_18234	2.00E-02	4.09E-01	4.82E-01	-9.01E-02	1.28E-01	4.07E-02	bad-chisq
group_18218	2.00E-02	5.82E-01	5.63E-01	7.19E-02	1.24E-01	3.35E-02	bad-chisq
group_18201	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_18168	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_18003	2.00E-02	5.43E-02	6.02E-02	2.33E-01	1.24E-01	1.09E-01	bad-chisq
group_17982	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_17970	2.00E-02	5.82E-01	5.21E-01	8.13E-02	1.27E-01	3.72E-02	bad-chisq
group_17965	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.71E-02	bad-chisq
group_17932	2.00E-02	4.09E-01	4.22E-01	-9.96E-02	1.24E-01	4.65E-02	bad-chisq
group_17893	2.00E-02	5.82E-01	5.71E-01	7.03E-02	1.24E-01	3.28E-02	bad-chisq
group_17859	2.00E-02	5.82E-01	5.79E-01	6.90E-02	1.24E-01	3.22E-02	bad-chisq
group_17834	2.00E-02	5.82E-01	5.69E-01	7.08E-02	1.24E-01	3.30E-02	bad-chisq
group_17824	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17819	2.00E-02	4.09E-01	4.21E-01	-1.00E-01	1.24E-01	4.67E-02	bad-chisq
group_17817	2.00E-02	4.09E-01	5.34E-01	-8.11E-02	1.30E-01	3.60E-02	bad-chisq
group_17813	2.00E-02	4.09E-01	4.57E-01	-9.28E-02	1.25E-01	4.31E-02	bad-chisq
group_17800	2.00E-02	5.82E-01	5.63E-01	7.18E-02	1.24E-01	3.35E-02	bad-chisq
group_17758	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_17687	2.00E-02	5.43E-02	5.44E-02	2.38E-01	1.23E-01	1.11E-01	bad-chisq
group_17670	2.00E-02	5.82E-01	5.89E-01	6.71E-02	1.24E-01	3.13E-02	bad-chisq
group_17647	2.00E-02	9.70E-04	1.05E-03	4.03E-01	1.22E-01	1.88E-01	bad-chisq
group_17631	2.00E-02	4.09E-01	4.76E-01	-9.10E-02	1.27E-01	4.13E-02	bad-chisq
group_17620	2.00E-02	4.09E-01	4.21E-01	-1.03E-01	1.28E-01	4.67E-02	bad-chisq
group_17607	2.00E-02	5.82E-01	5.93E-01	6.63E-02	1.24E-01	3.10E-02	bad-chisq
group_17604	2.00E-02	4.09E-01	3.92E-01	-1.06E-01	1.24E-01	4.96E-02	bad-chisq
group_17594	2.00E-02	5.82E-01	5.92E-01	6.65E-02	1.24E-01	3.11E-02	bad-chisq
group_17593	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_17574	2.00E-02	4.09E-01	4.43E-01	-9.55E-02	1.24E-01	4.45E-02	bad-chisq
group_17569	2.00E-02	5.82E-01	5.94E-01	6.62E-02	1.24E-01	3.09E-02	bad-chisq
group_17567	2.00E-02	5.43E-02	5.84E-02	2.34E-01	1.23E-01	1.09E-01	bad-chisq
group_17558	2.00E-02	4.09E-01	5.10E-01	-8.50E-02	1.29E-01	3.82E-02	bad-chisq
group_17557	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_17447	2.00E-02	4.09E-01	5.02E-01	-8.66E-02	1.29E-01	3.89E-02	bad-chisq
group_17435	2.00E-02	4.09E-01	4.08E-01	-1.03E-01	1.24E-01	4.80E-02	bad-chisq
group_17428	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_17427	2.00E-02	5.82E-01	6.20E-01	6.16E-02	1.24E-01	2.88E-02	bad-chisq
group_17426	2.00E-02	5.82E-01	5.69E-01	7.08E-02	1.24E-01	3.30E-02	bad-chisq
group_17400	2.00E-02	4.09E-01	4.04E-01	-1.04E-01	1.24E-01	4.84E-02	bad-chisq
group_17309	2.00E-02	4.09E-01	3.89E-01	-1.07E-01	1.24E-01	4.99E-02	bad-chisq
group_17308	2.00E-02	4.09E-01	3.89E-01	-1.07E-01	1.24E-01	4.99E-02	bad-chisq
group_17302	2.00E-02	4.09E-01	3.99E-01	-1.05E-01	1.24E-01	4.89E-02	bad-chisq
group_17282	2.00E-02	4.09E-01	5.15E-01	-8.92E-02	1.37E-01	3.77E-02	bad-chisq
group_17280	2.00E-02	4.09E-01	4.08E-01	-1.03E-01	1.24E-01	4.80E-02	bad-chisq
group_17252	2.00E-02	4.09E-01	4.24E-01	-9.96E-02	1.24E-01	4.64E-02	bad-chisq
group_17246	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17234	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17226	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17213	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17211	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17207	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_17201	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_17198	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17197	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17187	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17186	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_17159	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
group_17153	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17150	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17106	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17090	2.00E-02	4.09E-01	4.17E-01	-1.01E-01	1.24E-01	4.70E-02	bad-chisq
group_17086	2.00E-02	4.09E-01	4.37E-01	-9.67E-02	1.24E-01	4.51E-02	bad-chisq
group_17056	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_17027	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17026	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_17004	2.00E-02	4.09E-01	4.37E-01	-9.67E-02	1.24E-01	4.51E-02	bad-chisq
group_16953	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_16905	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_16877	2.00E-02	4.09E-01	4.37E-01	-9.67E-02	1.24E-01	4.51E-02	bad-chisq
group_16803	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_16798	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_16741	2.00E-02	5.82E-01	5.95E-01	6.62E-02	1.24E-01	3.08E-02	bad-chisq
group_16732	2.00E-02	4.09E-01	4.50E-01	-9.42E-02	1.24E-01	4.38E-02	bad-chisq
group_16691	2.00E-02	4.09E-01	4.37E-01	-9.67E-02	1.24E-01	4.51E-02	bad-chisq
group_16689	2.00E-02	5.82E-01	5.18E-01	8.35E-02	1.29E-01	3.75E-02	bad-chisq
group_16653	2.00E-02	4.09E-01	4.19E-01	-1.00E-01	1.24E-01	4.68E-02	bad-chisq
group_16631	2.00E-02	4.09E-01	4.30E-01	-9.80E-02	1.24E-01	4.58E-02	bad-chisq
group_16550	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_16495	2.00E-02	5.82E-01	5.73E-01	6.99E-02	1.24E-01	3.26E-02	bad-chisq
group_16464	2.00E-02	5.82E-01	5.95E-01	6.62E-02	1.24E-01	3.08E-02	bad-chisq
group_16444	2.00E-02	4.09E-01	4.23E-01	-9.96E-02	1.24E-01	4.64E-02	bad-chisq
group_16381	2.00E-02	4.09E-01	4.37E-01	-9.67E-02	1.24E-01	4.51E-02	bad-chisq
group_16263	2.00E-02	4.09E-01	4.23E-01	-9.97E-02	1.24E-01	4.65E-02	bad-chisq
group_16249	2.00E-02	4.09E-01	4.82E-01	-9.02E-02	1.28E-01	4.07E-02	bad-chisq
group_16200	2.00E-02	4.09E-01	4.82E-01	-9.02E-02	1.28E-01	4.07E-02	bad-chisq
group_16199	2.00E-02	5.82E-01	6.02E-01	6.48E-02	1.24E-01	3.02E-02	bad-chisq
group_16157	2.00E-02	4.09E-01	4.03E-01	-1.04E-01	1.24E-01	4.84E-02	bad-chisq
group_16124	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_16055	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_16047	2.00E-02	5.82E-01	6.22E-01	6.13E-02	1.24E-01	2.85E-02	bad-chisq
group_16019	2.00E-02	4.09E-01	4.32E-01	-9.84E-02	1.25E-01	4.55E-02	bad-chisq
group_15840	2.00E-02	5.82E-01	5.96E-01	6.58E-02	1.24E-01	3.07E-02	bad-chisq
group_15817	2.00E-02	4.09E-01	4.37E-01	-9.67E-02	1.24E-01	4.51E-02	bad-chisq
group_15764	2.00E-02	5.43E-02	6.02E-02	2.33E-01	1.24E-01	1.09E-01	bad-chisq
group_15754	2.00E-02	4.09E-01	4.01E-01	-1.04E-01	1.24E-01	4.86E-02	bad-chisq
group_15729	2.00E-02	4.09E-01	4.13E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_15721	2.00E-02	5.82E-01	5.94E-01	6.62E-02	1.24E-01	3.09E-02	bad-chisq
group_15644	2.00E-02	5.82E-01	6.13E-01	6.29E-02	1.24E-01	2.93E-02	bad-chisq
group_15597	2.00E-02	4.09E-01	4.24E-01	-9.96E-02	1.24E-01	4.64E-02	bad-chisq
group_15577	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_15555	2.00E-02	9.70E-04	1.02E-03	4.04E-01	1.22E-01	1.89E-01	bad-chisq
group_15553	2.00E-02	5.82E-01	5.96E-01	6.58E-02	1.24E-01	3.07E-02	bad-chisq
group_15542	2.00E-02	4.09E-01	3.92E-01	-1.06E-01	1.24E-01	4.96E-02	bad-chisq
group_15532	2.00E-02	4.09E-01	4.82E-01	-9.02E-02	1.28E-01	4.07E-02	bad-chisq
group_15517	2.00E-02	5.43E-02	5.63E-02	2.36E-01	1.23E-01	1.10E-01	bad-chisq
group_15489	2.00E-02	5.82E-01	5.99E-01	6.52E-02	1.24E-01	3.05E-02	bad-chisq
group_15480	2.00E-02	5.82E-01	5.63E-01	7.20E-02	1.24E-01	3.35E-02	bad-chisq
group_15452	2.00E-02	5.43E-02	5.67E-02	2.36E-01	1.23E-01	1.10E-01	bad-chisq
group_15413	2.00E-02	4.09E-01	4.82E-01	-9.02E-02	1.28E-01	4.07E-02	bad-chisq
group_15383	2.00E-02	9.70E-04	1.04E-03	4.03E-01	1.22E-01	1.88E-01	bad-chisq
group_15326	2.00E-02	4.09E-01	5.24E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_15324	2.00E-02	4.09E-01	4.36E-01	-9.69E-02	1.24E-01	4.52E-02	bad-chisq
group_15246	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_15208	2.00E-02	4.09E-01	5.02E-01	-8.62E-02	1.28E-01	3.89E-02	bad-chisq
group_15207	2.00E-02	5.43E-02	6.11E-02	2.32E-01	1.23E-01	1.08E-01	bad-chisq
group_15173	2.00E-02	5.82E-01	5.56E-01	7.36E-02	1.25E-01	3.42E-02	bad-chisq
group_15158	2.00E-02	5.82E-01	5.72E-01	7.01E-02	1.24E-01	3.27E-02	bad-chisq
group_15109	2.00E-02	4.09E-01	4.30E-01	-9.83E-02	1.24E-01	4.57E-02	bad-chisq
group_15078	2.00E-02	5.82E-01	5.15E-01	8.39E-02	1.29E-01	3.77E-02	bad-chisq
group_14895	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_14867	2.00E-02	4.09E-01	4.00E-01	-1.04E-01	1.24E-01	4.88E-02	bad-chisq
group_14857	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_14837	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_14834	2.00E-02	4.09E-01	4.10E-01	-1.03E-01	1.24E-01	4.78E-02	bad-chisq
group_14819	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_14799	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_14717	2.00E-02	5.43E-02	5.55E-02	2.37E-01	1.23E-01	1.11E-01	bad-chisq
group_14646	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.72E-02	bad-chisq
group_14611	2.00E-02	5.82E-01	5.32E-01	7.94E-02	1.27E-01	3.62E-02	bad-chisq
group_14601	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_14589	2.00E-02	5.82E-01	5.94E-01	6.62E-02	1.24E-01	3.09E-02	bad-chisq
group_14566	2.00E-02	5.43E-02	6.02E-02	2.33E-01	1.24E-01	1.09E-01	bad-chisq
group_14513	2.00E-02	5.82E-01	5.98E-01	6.55E-02	1.24E-01	3.06E-02	bad-chisq
group_14453	2.00E-02	5.82E-01	5.76E-01	6.96E-02	1.24E-01	3.24E-02	bad-chisq
group_14447	2.00E-02	5.82E-01	6.10E-01	6.34E-02	1.24E-01	2.95E-02	bad-chisq
group_14402	2.00E-02	5.82E-01	6.04E-01	6.45E-02	1.24E-01	3.01E-02	bad-chisq
group_14394	2.00E-02	4.09E-01	4.03E-01	-1.04E-01	1.24E-01	4.85E-02	bad-chisq
group_14367	2.00E-02	4.09E-01	4.20E-01	-1.00E-01	1.24E-01	4.67E-02	bad-chisq
group_14321	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_14308	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_14238	2.00E-02	5.43E-02	5.39E-02	2.39E-01	1.23E-01	1.11E-01	bad-chisq
group_14141	2.00E-02	5.82E-01	5.96E-01	6.58E-02	1.24E-01	3.07E-02	bad-chisq
group_14138	2.00E-02	4.09E-01	4.00E-01	-1.04E-01	1.24E-01	4.88E-02	bad-chisq
group_14110	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.71E-02	bad-chisq
group_14105	2.00E-02	4.09E-01	4.02E-01	-1.04E-01	1.24E-01	4.86E-02	bad-chisq
group_14070	2.00E-02	4.09E-01	4.56E-01	-9.30E-02	1.25E-01	4.32E-02	bad-chisq
group_13976	2.00E-02	5.82E-01	5.21E-01	8.39E-02	1.31E-01	3.72E-02	bad-chisq
group_13955	2.00E-02	5.82E-01	5.67E-01	7.10E-02	1.24E-01	3.32E-02	bad-chisq
group_13812	2.00E-02	4.09E-01	4.36E-01	-9.69E-02	1.24E-01	4.52E-02	bad-chisq
group_13800	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_13791	2.00E-02	5.43E-02	5.67E-02	2.36E-01	1.23E-01	1.10E-01	bad-chisq
group_13771	2.00E-02	5.82E-01	5.21E-01	8.36E-02	1.30E-01	3.72E-02	bad-chisq
group_13745	2.00E-02	4.09E-01	3.80E-01	-1.09E-01	1.24E-01	5.08E-02	bad-chisq
group_13740	2.00E-02	5.82E-01	5.46E-01	7.52E-02	1.24E-01	3.50E-02	bad-chisq
group_13705	2.00E-02	4.09E-01	4.22E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_13635	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.71E-02	bad-chisq
group_13555	2.00E-02	4.09E-01	4.97E-01	-8.63E-02	1.27E-01	3.93E-02	bad-chisq
group_13527	2.00E-02	5.82E-01	5.81E-01	6.86E-02	1.24E-01	3.20E-02	bad-chisq
group_13518	2.00E-02	4.09E-01	5.09E-01	-9.05E-02	1.37E-01	3.83E-02	bad-chisq
group_13479	2.00E-02	5.43E-02	6.02E-02	2.33E-01	1.24E-01	1.09E-01	bad-chisq
group_13311	2.00E-02	4.09E-01	4.36E-01	-9.69E-02	1.24E-01	4.52E-02	bad-chisq
group_13086	2.00E-02	4.09E-01	5.02E-01	-8.62E-02	1.28E-01	3.89E-02	bad-chisq
group_13085	2.00E-02	4.09E-01	5.02E-01	-8.62E-02	1.28E-01	3.89E-02	bad-chisq
group_13051	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_13050	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_12987	2.00E-02	4.09E-01	4.20E-01	-1.00E-01	1.24E-01	4.67E-02	bad-chisq
group_12942	2.00E-02	4.09E-01	5.02E-01	-8.62E-02	1.28E-01	3.89E-02	bad-chisq
group_12877	2.00E-02	4.09E-01	4.33E-01	-9.75E-02	1.24E-01	4.54E-02	bad-chisq
group_12824	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_12810	2.00E-02	5.82E-01	5.87E-01	6.74E-02	1.24E-01	3.15E-02	bad-chisq
group_12735	2.00E-02	4.09E-01	5.38E-01	-8.53E-02	1.38E-01	3.57E-02	bad-chisq
group_12638	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_12444	2.00E-02	4.09E-01	4.36E-01	-9.69E-02	1.24E-01	4.52E-02	bad-chisq
group_12416	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_12386	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_12350	2.00E-02	4.09E-01	3.83E-01	-1.08E-01	1.24E-01	5.06E-02	bad-chisq
group_12255	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_12245	2.00E-02	4.09E-01	3.80E-01	-1.09E-01	1.24E-01	5.09E-02	bad-chisq
group_12223	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_12199	2.00E-02	4.09E-01	4.04E-01	-1.04E-01	1.24E-01	4.83E-02	bad-chisq
group_12198	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_12189	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_12157	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_12008	2.00E-02	5.82E-01	5.92E-01	6.70E-02	1.25E-01	3.10E-02	bad-chisq
group_12006	2.00E-02	4.09E-01	4.14E-01	-1.02E-01	1.24E-01	4.74E-02	bad-chisq
group_11982	2.00E-02	5.43E-02	5.46E-02	2.38E-01	1.23E-01	1.11E-01	bad-chisq
group_11962	2.00E-02	4.09E-01	5.24E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_11914	2.00E-02	9.70E-04	1.02E-03	4.04E-01	1.22E-01	1.89E-01	bad-chisq
group_11907	2.00E-02	5.82E-01	5.81E-01	6.85E-02	1.24E-01	3.20E-02	bad-chisq
group_11797	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_11796	2.00E-02	4.09E-01	4.26E-01	-9.88E-02	1.24E-01	4.61E-02	bad-chisq
group_11779	2.00E-02	4.09E-01	3.96E-01	-1.05E-01	1.24E-01	4.92E-02	bad-chisq
group_11775	2.00E-02	4.09E-01	3.96E-01	-1.05E-01	1.24E-01	4.92E-02	bad-chisq
group_11754	2.00E-02	4.09E-01	3.98E-01	-1.05E-01	1.24E-01	4.89E-02	bad-chisq
group_11751	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_11740	2.00E-02	4.09E-01	4.10E-01	-1.02E-01	1.24E-01	4.77E-02	bad-chisq
group_11704	2.00E-02	4.09E-01	5.02E-01	-8.66E-02	1.29E-01	3.89E-02	bad-chisq
group_11671	2.00E-02	5.82E-01	5.83E-01	6.82E-02	1.24E-01	3.18E-02	bad-chisq
group_11609	2.00E-02	4.09E-01	5.24E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_11601	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_11600	2.00E-02	5.82E-01	5.56E-01	7.36E-02	1.25E-01	3.42E-02	bad-chisq
group_11587	2.00E-02	4.09E-01	4.15E-01	-1.01E-01	1.24E-01	4.72E-02	bad-chisq
group_11580	2.00E-02	4.09E-01	4.04E-01	-1.03E-01	1.24E-01	4.84E-02	bad-chisq
group_11460	2.00E-02	4.09E-01	4.11E-01	-1.02E-01	1.24E-01	4.76E-02	bad-chisq
group_11455	2.00E-02	4.09E-01	5.11E-01	-8.48E-02	1.29E-01	3.81E-02	bad-chisq
group_11449	2.00E-02	5.43E-02	5.63E-02	2.36E-01	1.23E-01	1.10E-01	bad-chisq
group_11441	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_11412	2.00E-02	5.82E-01	5.70E-01	7.06E-02	1.24E-01	3.29E-02	bad-chisq
group_11390	2.00E-02	4.09E-01	4.25E-01	-9.91E-02	1.24E-01	4.62E-02	bad-chisq
group_11382	2.00E-02	4.09E-01	4.04E-01	-1.03E-01	1.24E-01	4.83E-02	bad-chisq
group_11359	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_11292	2.00E-02	5.43E-02	5.90E-02	2.34E-01	1.23E-01	1.09E-01	bad-chisq
group_11289	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_11277	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_11265	2.00E-02	5.82E-01	5.81E-01	6.86E-02	1.24E-01	3.20E-02	bad-chisq
group_11241	2.00E-02	4.09E-01	3.85E-01	-1.08E-01	1.24E-01	5.03E-02	bad-chisq
group_11174	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_11091	2.00E-02	4.09E-01	5.34E-01	-8.11E-02	1.30E-01	3.60E-02	bad-chisq
group_11076	2.00E-02	4.09E-01	4.24E-01	-9.96E-02	1.24E-01	4.64E-02	bad-chisq
group_11030	2.00E-02	5.82E-01	6.02E-01	6.48E-02	1.24E-01	3.02E-02	bad-chisq
group_10988	2.00E-02	4.09E-01	4.24E-01	-9.95E-02	1.24E-01	4.63E-02	bad-chisq
group_10984	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_10944	2.00E-02	5.82E-01	5.96E-01	6.58E-02	1.24E-01	3.07E-02	bad-chisq
group_10923	2.00E-02	5.43E-02	6.02E-02	2.33E-01	1.24E-01	1.09E-01	bad-chisq
group_10901	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_10876	2.00E-02	4.09E-01	4.16E-01	-1.01E-01	1.24E-01	4.71E-02	bad-chisq
group_10864	2.00E-02	4.09E-01	5.23E-01	-8.40E-02	1.32E-01	3.70E-02	bad-chisq
group_10853	2.00E-02	4.09E-01	4.21E-01	-9.98E-02	1.24E-01	4.66E-02	bad-chisq
group_10810	2.00E-02	4.09E-01	3.95E-01	-1.06E-01	1.24E-01	4.93E-02	bad-chisq
group_10800	2.00E-02	4.09E-01	3.95E-01	-1.06E-01	1.24E-01	4.93E-02	bad-chisq
group_10756	2.00E-02	5.82E-01	5.92E-01	6.70E-02	1.25E-01	3.10E-02	bad-chisq
group_10679	2.00E-02	4.09E-01	3.79E-01	-1.09E-01	1.24E-01	5.10E-02	bad-chisq
group_10593	2.00E-02	4.09E-01	4.80E-01	-9.10E-02	1.29E-01	4.09E-02	bad-chisq
group_10592	2.00E-02	5.82E-01	5.80E-01	6.88E-02	1.24E-01	3.21E-02	bad-chisq
group_10436	2.00E-02	5.82E-01	5.20E-01	8.39E-02	1.30E-01	3.73E-02	bad-chisq
